city,state_code,race,count
MODESTO,CA,Asian,19417
MAPLE GROVE,MN,Asian,6088
THE WOODLANDS,TX,Hispanic or Latino,19574
GUAYNABO,PR,American Indian and Alaska Native,589
LIVERMORE,CA,White,73440
MILPITAS,CA,Black or African-American,2914
MEMPHIS,TN,Black or African-American,420983
PROVIDENCE,RI,Hispanic or Latino,77968
PROVIDENCE,RI,American Indian and Alaska Native,4171
FORT LAUDERDALE,FL,Hispanic or Latino,28148
BEAVERTON,OR,White,80975
CONROE,TX,American Indian and Alaska Native,707
SOUTH JORDAN,UT,Asian,2487
DECATUR,IL,American Indian and Alaska Native,265
LOUISVILLE/JEFFERSON COUNTY METRO GOVERNMENT,KY,Asian,18601
ONTARIO,CA,American Indian and Alaska Native,4304
OXNARD,CA,White,165423
COLUMBUS,GA,Asian,7039
NEW ORLEANS,LA,Asian,13349
KANSAS CITY,KS,Asian,7301
KANSAS CITY,KS,American Indian and Alaska Native,2749
TORRANCE,CA,American Indian and Alaska Native,3638
MIDLAND,TX,American Indian and Alaska Native,1922
ALEXANDRIA,VA,Asian,13315
TOPEKA,KS,Asian,3127
LEE'S SUMMIT,MO,Asian,3013
SAINT LOUIS,MO,American Indian and Alaska Native,2746
WARREN,MI,American Indian and Alaska Native,1516
DURHAM,NC,Black or African-American,108088
CORPUS CHRISTI,TX,Hispanic or Latino,200737
TRENTON,NJ,White,37683
TYLER,TX,Asian,2543
LEAGUE CITY,TX,Hispanic or Latino,14868
COMPTON,CA,Black or African-American,26395
PLEASANTON,CA,American Indian and Alaska Native,608
DAVENPORT,IA,American Indian and Alaska Native,901
FLOWER MOUND,TX,Asian,6577
LYNCHBURG,VA,American Indian and Alaska Native,1024
SAN TAN VALLEY,AZ,Asian,1378
EAST ORANGE,NJ,Asian,656
LEHIGH ACRES,FL,Hispanic or Latino,42092
BISMARCK,ND,Hispanic or Latino,1667
KILLEEN,TX,White,75823
KILLEEN,TX,Asian,8183
DALY CITY,CA,Asian,61918
NORWALK,CT,Hispanic or Latino,24682
GAITHERSBURG,MD,American Indian and Alaska Native,672
SOUTHFIELD,MI,White,18296
SOUTHFIELD,MI,Asian,1345
SAN ANTONIO,TX,Asian,53933
OREM,UT,American Indian and Alaska Native,976
SOMERVILLE,MA,Hispanic or Latino,8790
SOMERVILLE,MA,White,62927
ODESSA,TX,Asian,2252
PINE HILLS,FL,Hispanic or Latino,10496
WILMINGTON,NC,White,89270
ALLEN,TX,Asian,15790
HENDERSON,NV,American Indian and Alaska Native,3036
ARVADA,CO,Asian,2922
ARVADA,CO,American Indian and Alaska Native,2370
BUFFALO,NY,White,130078
SAN LEANDRO,CA,White,40182
CARLSBAD,CA,Hispanic or Latino,12969
JACKSON,MS,Black or African-American,139567
SCOTTSDALE,AZ,American Indian and Alaska Native,7003
CLIFTON,NJ,American Indian and Alaska Native,2417
SAN ANGELO,TX,American Indian and Alaska Native,548
PARMA,OH,Hispanic or Latino,5361
BROOMFIELD,CO,Asian,5193
LOWELL,MA,White,68838
RIO RANCHO,NM,Hispanic or Latino,38674
BRENTWOOD,NY,Black or African-American,8619
HEMET,CA,Hispanic or Latino,37448
PORTLAND,OR,Asian,64386
CONCORD,NC,White,60500
MISSOULA,MT,Black or African-American,1149
ABILENE,TX,Asian,2929
FLORENCE-GRAHAM,CA,Hispanic or Latino,60895
SUNNYVALE,CA,White,71463
MISSOULA,MT,American Indian and Alaska Native,3618
WARWICK,RI,White,76999
SPOKANE,WA,American Indian and Alaska Native,7192
ROCKVILLE,MD,Hispanic or Latino,9197
AUSTIN,TX,American Indian and Alaska Native,10890
NORWALK,CT,White,67844
GAITHERSBURG,MD,Asian,13169
EAGAN,MN,American Indian and Alaska Native,684
NASHVILLE,TN,White,432447
NASHVILLE,TN,American Indian and Alaska Native,5474
RENTON,WA,Asian,22550
NORMAN,OK,Hispanic or Latino,11732
DULUTH,MN,White,81720
ELLICOTT CITY,MD,Hispanic or Latino,1602
CLARKSVILLE,TN,Black or African-American,39445
FISHERS,IN,Black or African-American,6873
MAYAGÜEZ,PR,Hispanic or Latino,65521
BROOMFIELD,CO,White,58341
LYNN,MA,Hispanic or Latino,33250
BRENTWOOD,NY,Asian,1647
LAWTON,OK,American Indian and Alaska Native,10027
MOUNT PLEASANT,SC,Asian,1827
ROCHESTER HILLS,MI,Hispanic or Latino,3395
DAYTON,OH,American Indian and Alaska Native,2010
NORWALK,CA,Hispanic or Latino,76020
NORWALK,CA,Black or African-American,5195
SAN FRANCISCO,CA,Black or African-American,53270
FORT WORTH,TX,Hispanic or Latino,296133
AUBURN,WA,Hispanic or Latino,10836
AUBURN,WA,Black or African-American,4032
CAMARILLO,CA,White,59702
PEORIA,AZ,White,151232
MURRIETA,CA,Hispanic or Latino,32944
BROCKTON,MA,Hispanic or Latino,10890
NEW ROCHELLE,NY,Black or African-American,17723
POINCIANA,FL,Hispanic or Latino,37382
POINCIANA,FL,American Indian and Alaska Native,1593
CICERO,IL,Black or African-American,2865
OLATHE,KS,American Indian and Alaska Native,1872
SAN DIEGO,CA,American Indian and Alaska Native,16496
CLEARWATER,FL,Hispanic or Latino,17211
KALAMAZOO,MI,Asian,2429
HEMET,CA,Black or African-American,7650
KENNER,LA,American Indian and Alaska Native,158
ARLINGTON,VA,White,171673
SAN MARCOS,CA,Asian,11519
GLEN BURNIE,MD,White,49982
FRANKLIN,TN,Hispanic or Latino,4916
COLLEGE STATION,TX,Asian,10915
LEWISVILLE,TX,Hispanic or Latino,31757
BELLEVUE,WA,Asian,52223
WARREN,MI,Black or African-American,29391
PALM BAY,FL,White,84328
VISTA,CA,Hispanic or Latino,49524
WINSTON-SALEM,NC,Asian,6484
ROCHESTER HILLS,MI,White,62170
ARLINGTON,VA,Asian,28595
YAKIMA,WA,American Indian and Alaska Native,2042
SUGAR LAND,TX,Hispanic or Latino,7835
GLENDALE,CA,Asian,42070
PALMDALE,CA,Asian,10981
GLEN BURNIE,MD,Asian,3194
NORWALK,CA,Asian,16189
PORTLAND,OR,Hispanic or Latino,61064
PORTLAND,ME,Hispanic or Latino,2031
PORTLAND,ME,American Indian and Alaska Native,662
FRANKLIN,TN,Black or African-American,7749
MISSOULA,MT,Hispanic or Latino,2474
OSHKOSH,WI,Hispanic or Latino,1972
SANTA ANA,CA,Asian,37651
NEWTON,MA,Asian,15666
CARMEL,IN,Hispanic or Latino,3111
BLOOMINGTON,MN,Hispanic or Latino,8021
BLOOMINGTON,MN,American Indian and Alaska Native,1745
ANAHEIM,CA,White,259820
SAN FRANCISCO,CA,White,442155
FRANKLIN,TN,White,61459
FORT WORTH,TX,Asian,42053
SUNNYVALE,CA,Hispanic or Latino,25638
MISSOULA,MT,White,66504
SANTA BARBARA,CA,Hispanic or Latino,31102
FORT WAYNE,IN,Asian,13596
LOUISVILLE/JEFFERSON COUNTY METRO GOVERNMENT,KY,Hispanic or Latino,28712
SAINT PETERSBURG,FL,Black or African-American,67798
SANTA ANA,CA,White,163096
FRAMINGHAM,MA,American Indian and Alaska Native,849
SACRAMENTO,CA,Hispanic or Latino,150153
POMPANO BEACH,FL,American Indian and Alaska Native,2138
SAN ANGELO,TX,Black or African-American,6079
AURORA,CO,Black or African-American,61894
ROANOKE,VA,Asian,3237
BROOMFIELD,CO,Hispanic or Latino,8065
GARLAND,TX,American Indian and Alaska Native,3083
ANCHORAGE,AK,Black or African-American,23107
POMONA,CA,Asian,17646
NEWTON,MA,White,69380
BLOOMINGTON,MN,White,71874
CORONA,CA,Black or African-American,9437
CARSON,CA,Asian,31706
SAN MARCOS,CA,White,72061
GLEN BURNIE,MD,American Indian and Alaska Native,708
PORTLAND,OR,Black or African-American,45914
INDIO,CA,Black or African-American,3300
LEWISVILLE,TX,Black or African-American,16948
AUBURN,WA,American Indian and Alaska Native,3042
CAMARILLO,CA,Asian,7198
CAMBRIDGE,MA,Black or African-American,11880
SUNNYVALE,CA,American Indian and Alaska Native,1179
SAN FRANCISCO,CA,American Indian and Alaska Native,8997
MURRIETA,CA,White,77700
LAFAYETTE,IN,Asian,1167
PASSAIC,NJ,Asian,3338
MOUNT PLEASANT,SC,Hispanic or Latino,2569
ANCHORAGE,AK,Asian,36825
RIVERSIDE,CA,Black or African-American,26147
MENIFEE,CA,American Indian and Alaska Native,1639
AURORA,IL,Hispanic or Latino,86653
CARSON,CA,Hispanic or Latino,32938
PALMDALE,CA,White,73480
PALMDALE,CA,American Indian and Alaska Native,2800
GLEN BURNIE,MD,Hispanic or Latino,9137
ANN ARBOR,MI,Asian,18797
MISSOULA,MT,Asian,2292
BEND,OR,American Indian and Alaska Native,1818
PALM COAST,FL,White,67272
PASADENA,CA,Black or African-American,15909
PASADENA,CA,Asian,22794
NAPERVILLE,IL,White,108937
SCOTTSDALE,AZ,Black or African-American,5279
YUMA,AZ,American Indian and Alaska Native,1228
BAY,TX,American Indian and Alaska Native,2167
SCRANTON,PA,Asian,4722
AURORA,CO,Asian,24673
REDLANDS,CA,Hispanic or Latino,19698
ALHAMBRA,CA,Hispanic or Latino,31386
ALHAMBRA,CA,Black or African-American,1905
RIO RANCHO,NM,Black or African-American,3970
WYOMING,MI,American Indian and Alaska Native,2444
READING,PA,Asian,903
RIALTO,CA,American Indian and Alaska Native,1065
TALLAHASSEE,FL,Asian,10035
HEMET,CA,Asian,3697
AURORA,IL,Black or African-American,23736
CARMEL,IN,White,77178
GLENDALE,CA,Hispanic or Latino,30807
DES MOINES,IA,White,168057
COLLEGE STATION,TX,White,84892
PEORIA,AZ,Asian,6631
CHARLOTTE,NC,American Indian and Alaska Native,8746
LAFAYETTE,IN,Hispanic or Latino,9151
ABILENE,TX,Black or African-American,14449
GULFPORT,MS,White,42870
DAVIS,CA,American Indian and Alaska Native,779
LOS ANGELES,CA,Black or African-American,404868
MOUNT VERNON,NY,Hispanic or Latino,9446
LYNCHBURG,VA,White,53727
STOCKTON,CA,American Indian and Alaska Native,19834
SOUTHFIELD,MI,American Indian and Alaska Native,983
INDIANAPOLIS,IN,White,553665
SOMERVILLE,MA,American Indian and Alaska Native,374
CORAL SPRINGS,FL,White,90896
